source_file,timestamp_utc,timestamp_ny,reason
03_mnq_12_20.Last.txt,2020-10-18 12:46:00+00:00,2020-10-18 08:46:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:47:00+00:00,2020-10-18 08:47:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:48:00+00:00,2020-10-18 08:48:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:49:00+00:00,2020-10-18 08:49:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:50:00+00:00,2020-10-18 08:50:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:51:00+00:00,2020-10-18 08:51:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:52:00+00:00,2020-10-18 08:52:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:53:00+00:00,2020-10-18 08:53:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:54:00+00:00,2020-10-18 08:54:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:55:00+00:00,2020-10-18 08:55:00-04:00,NO_SESSION
